A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2
68,77.93400817631422,1.0,0.1274789327238465,130.26540949447468,1.5,0.2072328364821453,181.0830978011833,1.0,0.0337103449323613,307.2675289402456,10.0,0.3515160137001437,277.34172446098233,1.5,0.7688185888088921,1.5,1.5,1.5
70,180.67355302962164,1.0,0.3255206700307999,144.98793788929513,1.0,0.1091151663121469,128.62141780744778,1.5,0.0048121555211041,299.9361134785744,10.0,0.6608447575908203,65.93533515140933,10.0,0.8888588693850645,1.5,2.5,1.5
96,227.7094987822198,10.0,0.3185614358618104,146.65000730688,1.5,0.0314186770039959,342.66675985030685,1.5,0.002082007852759,99.83529022217029,1.5,0.0159142164521731,331.20416575803705,1.5,0.1657464373153405,1.5,1.5,1.5
58,150.65611267864082,1.5,0.1506430439342506,197.36519662085672,10.0,0.0216965102965955,345.95290337775003,1.0,0.0419846088799999,227.78910539550824,1.0,0.1040169902135586,109.85434765481465,1.5,0.8896020922688048,1.5,2.5,2.5
