Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
1606329102.0441449,0,0.0,0.0,0.9781212737333058
2870143794.679112,0,0.0,0.0,1.7258183691906666
2195832054.4792795,0,0.0,0.0,3.3105606251107247
955042041.4025476,0,0.0,0.0,1.0595153032454747
2075369211.9322274,0,0.0,0.0,1.2210245423832582
2289243484.1421103,0,0.0,0.0,1.587013580911738
2249259715.3106236,0,0.0,0.0,1.5648037070507492
291173536.2297009,0,0.0,0.0,0.3572820169086274
397116637.8712517,0,0.0,0.0,0.27290829077592327
1658358897.6096535,0,0.0,0.0,3.2195934238008874
155411248.51491445,0,0.0,0.0,0.15734829354540045
935471271.4915924,0,0.0,0.0,0.6837474489084964
742290895.9021952,0,0.0,0.0,0.8984346330519488
337304222.9867861,0,0.0,0.0,0.1904941823755581
566038037.2212074,0,0.0,0.0,0.9405070201275025
549902045.0040171,0,0.0,0.0,0.9464294264907581
1527769625.8214252,0,0.0,0.0,1.3504920285779913
2922748290.9523673,0,0.0,0.0,2.9554165868237847
614740883.4875677,0,0.0,0.0,0.7348557014274675
331898164.1037389,0,0.0,0.0,0.4495357321528197
2443629146.116084,0,0.0,0.0,1.651256024252849
1980962038.1951842,0,0.0,0.0,3.2995104315815844
960115797.6071283,0,0.0,0.0,0.7468261133640341
946056107.8448367,0,0.0,0.0,0.7312480974642452
1586503306.7210128,0,0.0,0.0,0.94631833980176
116236472.16413505,0,0.0,0.0,0.10475304862811784
2493737093.3834834,0,0.0,0.0,1.6539371698515244
952328966.2244699,0,0.0,0.0,1.0523542377939867
1209103227.0215447,0,0.0,0.0,1.0827080685198822
2883714905.9296665,0,0.0,0.0,1.8439506787195272
584073172.5986888,0,0.0,0.0,0.3776955861675264
2764001909.680385,0,0.0,0.0,1.645045753405439
1093511329.7097604,0,0.0,0.0,0.753374429939443
692043503.4594879,0,0.0,0.0,0.5281446494536172
1037305696.5936899,0,0.0,0.0,1.6532861568704644
1778330430.201823,0,0.0,0.0,2.895078329703322
944142867.4845482,0,0.0,0.0,1.7183185822270843
1815165300.3636146,0,0.0,0.0,3.0593617812335223
3036037469.709848,0,0.0,0.0,1.6267129587696463
2227317394.3887606,0,0.0,0.0,1.614332910976951
2433314589.7580748,0,0.0,0.0,1.6200634807164462
3308877802.053516,0,0.0,0.0,3.2473169248370364
2321264294.8952174,0,0.0,0.0,1.613247241810142
3020907429.272481,0,0.0,0.0,3.664596668877035
2862692255.069796,0,0.0,0.0,3.204537537629631
2955254905.583934,0,0.0,0.0,1.5691419243495508
3681216781.756636,0,0.0,0.0,4.149237237746571
1764332402.2794976,0,0.0,0.0,1.6421283452992999
321153429.03022754,0,0.0,0.0,0.4808242211572603
699769997.0836314,0,0.0,0.0,0.528893368700484
610007544.8720272,0,0.0,0.0,0.6549811383523989
257583585.69531345,0,0.0,0.0,0.26810774851997565
2773052377.8951745,0,0.0,0.0,1.6185905068517388
2428373357.34493,0,0.0,0.0,1.7278686387350837
897168880.760221,0,0.0,0.0,0.7293264148361196
802695395.1683357,0,0.0,0.0,0.8006313569191961
3249257724.6145663,0,0.0,0.0,2.239778352686482
2174029951.8683543,0,0.0,0.0,1.6114955752978135
4201225206.5246143,0,0.0,0.0,4.568484043843635
68749570.5706715,0,0.0,0.0,0.10365354829964933
2043679750.3156319,0,0.0,0.0,3.2993930248964043
3273612308.261623,0,0.0,0.0,1.6118050770541903
1581001173.057751,0,0.0,0.0,2.8047368744179706
2460531324.6896186,0,0.0,0.0,3.4402637593706054
1638115435.641621,0,0.0,0.0,1.6059454347474071
1622235745.5160778,0,0.0,0.0,1.5838429417653965
124341162.94634646,0,0.0,0.0,0.27855513846146684
1551923246.4633803,0,0.0,0.0,2.936104090552404
144961573.8343305,0,0.0,0.0,0.1599571250496241
323148183.8099119,0,0.0,0.0,0.37729821386184864
2144399313.088485,0,0.0,0.0,1.6995010796571977
905012673.2843852,0,0.0,0.0,0.9326337079232665
1767806986.380198,0,0.0,0.0,1.6170404966550298
1614822761.0897417,0,0.0,0.0,3.000697689018174
669087625.0720308,0,0.0,0.0,0.4884212537323593
513740065.008471,0,0.0,0.0,0.527547492530956
3754657138.568541,0,0.0,0.0,2.2562526824179616
499822902.0372938,0,0.0,0.0,0.46407389748912903
1339265460.9939528,0,0.0,0.0,1.893861560962399
301068962.93369913,0,0.0,0.0,0.35460951085879333
1375005787.9361625,0,0.0,0.0,1.079602212513215
3136862969.598232,0,0.0,0.0,3.0925673222080157
914568123.2155262,0,0.0,0.0,1.4257261746962193
2632862831.741158,0,0.0,0.0,1.642419820824757
782084336.2730405,0,0.0,0.0,0.6517569432665828
854609433.3316145,0,0.0,0.0,0.7281357395883111
2921220992.4701924,0,0.0,0.0,1.9272579160383985
1989752223.3878474,0,0.0,0.0,1.7216485484338762
1813044662.6655123,0,0.0,0.0,2.958452302631657
220924737.1547126,0,0.0,0.0,0.17129953235408568
469235964.70092785,0,0.0,0.0,0.5192362542677813
451122581.25683844,0,0.0,0.0,0.4412871304726432
2447287463.8906984,0,0.0,0.0,1.855683901970527
245396704.3046092,0,0.0,0.0,0.19561389148377134
1391029890.7871037,0,0.0,0.0,1.2349397255314718
363779845.24561524,0,0.0,0.0,0.41484915072101286
1034988459.6599722,0,0.0,0.0,0.7985181355726368
126780804.21679011,0,0.0,0.0,0.12300580013885294
739372657.1896324,0,0.0,0.0,1.4556910531194873
1111771060.2596083,0,0.0,0.0,1.8053577187647691
2039183446.856487,0,0.0,0.0,3.180847606734383
382216025.86452335,0,0.0,0.0,0.38418563189872595
2632337132.1250315,0,0.0,0.0,1.640875181303111
3387812907.9009295,0,0.0,0.0,2.7355174861360516
2510473603.4602723,0,0.0,0.0,1.6865369423054617
620367163.8277444,0,0.0,0.0,0.7508107095108665
2332224169.3275056,0,0.0,0.0,1.9013779805290458
217759246.3634143,0,0.0,0.0,0.19027467342451787
2866188668.7243757,0,0.0,0.0,2.186933097996138
1940197248.312063,0,0.0,0.0,1.1567335935252414
537412642.8941453,0,0.0,0.0,0.5235845932115407
245781721.60654333,0,0.0,0.0,0.25155756401151136
803819019.6159515,0,0.0,0.0,1.0472458397281004
617132550.9225085,0,0.0,0.0,0.8255607264112054
2638355892.3305306,0,0.0,0.0,1.9437826998557606
893996929.3618698,0,0.0,0.0,0.7016418121959958
1093496410.2922354,0,0.0,0.0,0.6142795615611071
653557623.5241046,0,0.0,0.0,1.4755180960147452
414878063.9847066,0,0.0,0.0,0.45456240604480763
164296870.96377462,0,0.0,0.0,0.17533452527409904
80955972.04318997,0,0.0,0.0,0.09638647520046939
3803829003.429142,0,0.0,0.0,4.208975509954266
2272762215.8355975,0,0.0,0.0,1.6981426511253261
643544081.6301547,0,0.0,0.0,0.4538715528773185
2279254942.7702537,0,0.0,0.0,2.060855594770289
659931782.2215959,0,0.0,0.0,0.8218749151544334
1750327817.2134135,0,0.0,0.0,1.5978798076869876
260558137.88371474,0,0.0,0.0,0.27503999056186723
843976260.0879428,0,0.0,0.0,0.8191023438388457
2468395279.1165295,0,0.0,0.0,3.5081844610458117
215418895.31140536,0,0.0,0.0,0.24113401480993601
1718263888.1871,0,0.0,0.0,3.087469049873609
2165991694.9450035,0,0.0,0.0,2.5497553652299736
672459936.3687881,0,0.0,0.0,1.0308485927782314
2489188190.9515767,0,0.0,0.0,1.5907800226232358
2309280492.0390234,0,0.0,0.0,1.6907548412129998
2049106472.7102365,0,0.0,0.0,1.6069718465279512
565411647.3411776,0,0.0,0.0,0.8800264332380854
2544097131.8582125,0,0.0,0.0,2.5554870650969805
112400734.2200316,0,0.0,0.0,0.1465629078452706
1560618929.1685636,0,0.0,0.0,1.2652835978587726
4036913231.136166,0,0.0,0.0,3.034542622442073
1353910881.6226082,0,0.0,0.0,2.409267262554751
2497215342.360122,0,0.0,0.0,1.622252787207773
191406841.4798116,0,0.0,0.0,0.21279689672306898
613296643.4600457,0,0.0,0.0,0.3810449778226773
225558696.16665253,0,0.0,0.0,0.17568485672883938
259979908.70205012,0,0.0,0.0,0.1950382236376884
903133994.1341536,0,0.0,0.0,1.838901502915219
741811429.5191283,0,0.0,0.0,1.6886515349182305
3107554678.332531,0,0.0,0.0,2.905611491762845
998014044.3200729,0,0.0,0.0,1.7047543318987264
744624066.9145687,0,0.0,0.0,1.3005698483872883
172483586.89846787,0,0.0,0.0,0.12704287710264434
496270718.54724395,0,0.0,0.0,0.5568700341745945
2485673223.1472383,0,0.0,0.0,1.6422169229881827
2661495579.958589,0,0.0,0.0,1.7335936062468429
2844925783.4177017,0,0.0,0.0,1.5226442353756315
2855338653.345326,0,0.0,0.0,1.62334613840791
692756507.1259041,0,0.0,0.0,0.9552859219691858
290769341.0714373,0,0.0,0.0,0.3179006100731188
183682849.31604907,0,0.0,0.0,0.16817450893851008
232000046.1678906,0,0.0,0.0,0.35701859789108203
2043064213.3160813,0,0.0,0.0,1.6010531622885744
497135261.11041903,0,0.0,0.0,0.3510356439850574
502546800.7024005,0,0.0,0.0,1.0529895159084348
2275855902.841903,0,0.0,0.0,1.587869142203835
959189831.5667354,0,0.0,0.0,0.7738666078603162
2581825128.273368,0,0.0,0.0,1.7054816309691154
1637128890.0305583,0,0.0,0.0,3.0429399737527256
2538522229.5549474,0,0.0,0.0,1.568870054214412
284472794.5006255,0,0.0,0.0,0.27939794136878016
2036589441.6708672,0,0.0,0.0,1.593543321916156
293235271.2938855,0,0.0,0.0,0.3019401825725137
1756471551.746172,0,0.0,0.0,1.604097108799291
2601917901.91418,0,0.0,0.0,1.6174454090496166
2740604293.936177,0,0.0,0.0,1.5945158361787355
723031097.3050894,0,0.0,0.0,1.0545752123219565
4137753304.5002656,0,0.0,0.0,4.345863751636733
770804225.5083095,0,0.0,0.0,1.0424984063431735
3648649421.790518,0,0.0,0.0,4.222017975934794
2309713601.586088,0,0.0,0.0,1.6176307036740671
1751831687.605388,0,0.0,0.0,1.3096019835955661
2321772189.6554112,0,0.0,0.0,1.5908151299539
379583093.3595302,0,0.0,0.0,0.437730086111281
359774121.3258961,0,0.0,0.0,0.2359668299109732
834640829.3347973,0,0.0,0.0,0.7282992114773559
2209925553.263121,0,0.0,0.0,1.6624351560568629
2713357541.968935,0,0.0,0.0,1.6050051172841417
599583903.8840694,0,0.0,0.0,0.6948796579854307
2210330060.825679,0,0.0,0.0,1.6475679521427562
3041018467.4144077,0,0.0,0.0,2.1997089436860415
1169964554.03494,0,0.0,0.0,0.7703106504684799
2869159672.434815,0,0.0,0.0,1.6277115065900845
1170055946.027919,0,0.0,0.0,0.753503752718794
525276425.73201454,0,0.0,0.0,0.4631653072483579
1099293895.7060158,0,0.0,0.0,1.2298591904938299
538978158.0706046,0,0.0,0.0,0.7126260610798152
118534332.76233895,0,0.0,0.0,0.17464900576930953
3708977111.7381563,0,0.0,0.0,3.591427441678303
307691705.72366697,0,0.0,0.0,0.23999421185356914
450310912.56286085,0,0.0,0.0,0.4811778386027227
547532151.2009845,0,0.0,0.0,0.8011693754261867
1958841450.343168,0,0.0,0.0,2.9620493901951037
399217349.6968312,0,0.0,0.0,0.4232075426584174
2450259169.3254232,0,0.0,0.0,1.6382510862127035
1043114667.799507,0,0.0,0.0,0.8302231673245412
434743917.2240458,0,0.0,0.0,0.4416776628007294
1721906460.2334597,0,0.0,0.0,2.85856350921696
2208347967.0331454,0,0.0,0.0,3.063709959956631
2605185299.9074607,0,0.0,0.0,2.045915448520611
727428161.8485911,0,0.0,0.0,0.6471386498417117
239325035.9773261,0,0.0,0.0,0.17289255999919123
671234169.6059717,0,0.0,0.0,0.9974863711052191
2502793150.255846,0,0.0,0.0,1.6377348207653444
1550574761.755199,0,0.0,0.0,1.839620923329405
1661626397.9035316,0,0.0,0.0,3.1310796794895444
183066103.9346616,0,0.0,0.0,0.11195647335580242
1819092236.3933663,0,0.0,0.0,1.376842618593848
1733959206.044702,0,0.0,0.0,1.578406034965354
1185638750.8871522,0,0.0,0.0,1.5000413632581893
2397882938.621358,0,0.0,0.0,1.5906336389687092
1051687119.609798,0,0.0,0.0,0.7801475034497136
2219688260.5213947,0,0.0,0.0,1.607427134048781
528064360.07137096,0,0.0,0.0,0.4219255282369373
1448818279.185583,0,0.0,0.0,2.2698744026223245
769013714.5275724,0,0.0,0.0,0.7449908421938436
2561271420.544278,0,0.0,0.0,1.5862432372962099
1407990979.177459,0,0.0,0.0,2.1622338426757604
547707098.8840325,0,0.0,0.0,0.6615013601362575
601974524.4979783,0,0.0,0.0,0.5178052822370021
269799715.818061,0,0.0,0.0,0.6344503005894392
1309651449.0333054,0,0.0,0.0,2.0022231120535623
5037837020.92528,0,0.0,0.0,4.319628002979902
4054105417.0797324,0,0.0,0.0,3.0095776698785635
1789370355.180668,0,0.0,0.0,3.0566149169390964
854160820.8941722,0,0.0,0.0,0.7178110993175187
3006816367.2368383,0,0.0,0.0,1.607427134048781
605151575.8035,0,0.0,0.0,0.8762799769784902
2467682698.139882,0,0.0,0.0,1.703445405378887
2056563861.613345,0,0.0,0.0,3.0512474379224113
2164425272.980395,0,0.0,0.0,1.6026056518009726
339819617.76768243,0,0.0,0.0,0.33487052099237596
295290878.5855887,0,0.0,0.0,0.25465220658233545
1351877698.9721076,0,0.0,0.0,2.874241975587819
5144573882.787313,0,0.0,0.0,4.485398524553707
2626059606.2617373,0,0.0,0.0,1.637812467831728
508498897.8388264,0,0.0,0.0,0.4365806996282462
2327954260.241038,0,0.0,0.0,1.645337154293309
754737394.3517743,0,0.0,0.0,0.7667220205626507
857218303.502,0,0.0,0.0,0.5162808453719854
3674184947.183752,0,0.0,0.0,4.159180485843689
2048423605.821784,0,0.0,0.0,1.6066701091027389
1488653529.4081697,0,0.0,0.0,2.239517358243538
398184991.5065972,0,0.0,0.0,0.43840473334714297
2183361952.084421,0,0.0,0.0,1.6201404883789543
4180539848.8125734,0,0.0,0.0,2.5840503035429383
2319237013.7758555,0,0.0,0.0,1.5095962822328275
299135992.972996,0,0.0,0.0,0.33418946940603
988473961.6848963,0,0.0,0.0,0.6390552028641736
2266665036.7292213,0,0.0,0.0,2.17739349726272
2062879906.6058621,0,0.0,0.0,1.620475905703811
470380718.11886686,0,0.0,0.0,0.7437564783443245
1845459635.0147877,0,0.0,0.0,2.8962801594396916
584487308.3584855,0,0.0,0.0,1.0421284592522237
429282257.56452274,0,0.0,0.0,0.6416271630630213
1035976864.333171,0,0.0,0.0,2.5768971183369622
851201792.7352881,0,0.0,0.0,0.7185537577568742
1190136071.0830197,0,0.0,0.0,2.935780577727193
2952730313.536826,0,0.0,0.0,3.484245728331744
1071465748.9963565,0,0.0,0.0,0.9532593120238994
1573888752.3673391,0,0.0,0.0,2.607460872763505
2208747512.502919,0,0.0,0.0,1.7918294540210382
1713965831.4279866,0,0.0,0.0,1.0103671481301986
1737022177.0961142,0,0.0,0.0,3.1508205118509096
1585885430.5899076,0,0.0,0.0,1.1679359182580091
2997270209.449527,0,0.0,0.0,1.6010531622885744
202642648.94984168,0,0.0,0.0,0.12409944977583995
2270037729.729055,0,0.0,0.0,3.4257091821900794
1852680195.6902425,0,0.0,0.0,0.9327911804756975
525399727.05044985,0,0.0,0.0,0.4810330623760326
2704613537.7920794,0,0.0,0.0,1.9469684117657473
1954578731.166119,0,0.0,0.0,1.666076159753145
371443649.57966053,0,0.0,0.0,0.29521308210666775
225073769.59776866,0,0.0,0.0,0.1586969359240642
1687674009.3996553,0,0.0,0.0,2.983981059904463
290496049.72656703,0,0.0,0.0,0.322157232846289
1288261848.7767704,0,0.0,0.0,0.9818597275158732
1755241993.7660418,0,0.0,0.0,1.6027337441324405
1653068487.8543894,0,0.0,0.0,1.145394073514507
948064188.3164344,0,0.0,0.0,0.812215325607919
1463024739.2182584,0,0.0,0.0,1.7058306352587636
1668015695.9080644,0,0.0,0.0,2.998724948002459
915992770.4051409,0,0.0,0.0,1.1329367252966889
2664321925.2575526,0,0.0,0.0,3.396423973961343
1884981334.4993684,0,0.0,0.0,1.9136077641420544
260170324.70804167,0,0.0,0.0,0.470763673633987
2162577580.9746084,0,0.0,0.0,1.5932288123903993
4682843867.441076,0,0.0,0.0,4.191215697097037
3122118457.1630516,0,0.0,0.0,3.7592967512365068
1713360091.3589582,0,0.0,0.0,3.0925926356656106
1888997778.1635218,0,0.0,0.0,1.6176307036740671
165779323.52557743,0,0.0,0.0,0.1835390220032706
3647146622.289763,0,0.0,0.0,4.297119775048826
2272061177.4804425,0,0.0,0.0,2.996866040371935
2338704637.0463943,0,0.0,0.0,1.6242758715253562
2466554001.0443597,0,0.0,0.0,1.649395888120545
1897266704.9318013,0,0.0,0.0,3.3665303378646887
2201148998.7296643,0,0.0,0.0,1.5906582352274579
891771310.0683993,0,0.0,0.0,0.9954326647549145
2722520513.317069,0,0.0,0.0,1.7793257814217114
2539138573.1147184,0,0.0,0.0,1.4913917800454488
94550428.52958316,0,0.0,0.0,0.14936485801852312
2562256224.447937,0,0.0,0.0,1.6854404193921066
240449812.26480007,0,0.0,0.0,0.1925991760676084
1058594928.3786429,0,0.0,0.0,0.9165942805881676
2693013155.318537,0,0.0,0.0,1.8495726351538866
2724382431.9394183,0,0.0,0.0,1.8228420781384709
2042846545.979049,0,0.0,0.0,1.2712104957625663
1202235227.0070438,0,0.0,0.0,1.9230924496564994
861233608.760788,0,0.0,0.0,0.8788263260079591
408569787.7224301,0,0.0,0.0,0.39335801871922726
2257771349.3241253,0,0.0,0.0,1.572240584861515
2051197873.6856256,0,0.0,0.0,3.194388563328199
635053121.3600718,0,0.0,0.0,0.5247222722649836
846444562.5283474,0,0.0,0.0,0.747693427428371
427025016.1866093,0,0.0,0.0,0.4571688470740243
4729387488.943173,0,0.0,0.0,4.234403952342463
831678229.463821,0,0.0,0.0,1.6844703269761756
637633280.8357714,0,0.0,0.0,1.24524341657818
1127214792.8798306,0,0.0,0.0,1.896338481701183
385638774.56445736,0,0.0,0.0,0.5455456180836626
405153448.7682162,0,0.0,0.0,0.813230852115649
745212242.4861429,0,0.0,0.0,0.48485949971005593
1214869423.811163,0,0.0,0.0,1.1122507824394763
2325670698.110602,0,0.0,0.0,1.6381625988910267
706274124.0942864,0,0.0,0.0,0.9735846203689683
2746691772.0984898,0,0.0,0.0,1.598946816168895
2601919602.3778763,0,0.0,0.0,2.673050242140893
489864730.3629715,0,0.0,0.0,0.7660089992592876
249792033.8438403,0,0.0,0.0,0.2579737575721509
2732390907.6115785,0,0.0,0.0,1.619081901600468
2889736231.7806683,0,0.0,0.0,2.005738270721437
2300324538.1769195,0,0.0,0.0,1.6094193189578547
2143372783.2801094,0,0.0,0.0,3.045817377368377
1897588056.0953217,0,0.0,0.0,2.2969400537988234
2135432783.5881388,0,0.0,0.0,3.244330205682886
1935297813.3314595,0,0.0,0.0,1.6718656674324648
1547747305.0509038,0,0.0,0.0,1.2533953827206508
1488114944.8445714,0,0.0,0.0,3.07421657258452
201907675.05722588,0,0.0,0.0,0.21548723529665648
2075756974.0482755,0,0.0,0.0,1.6800530230699995
737694695.7274611,0,0.0,0.0,0.860031488007023
2259470017.6886787,0,0.0,0.0,1.702312156574316
3308915997.8691206,0,0.0,0.0,4.03328379523342
2863786716.493036,0,0.0,0.0,1.6321599079348292
271926685.76391864,0,0.0,0.0,0.384686319050011
1994084186.9272773,0,0.0,0.0,1.604857404590899
717752598.110028,0,0.0,0.0,0.7373102965183976
892995168.5816734,0,0.0,0.0,1.2558658988956177
