A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
99,342.4386111114042,1.0,0.47973478969376837,71.8983191811725,1.0,0.28850396841202125,101.92117327869595,10.0,0.5787150518113374,216.37543505095528,10.0,0.10862602281325265,221.1388891176204,10.0,0.9838434551095367,4.5,2.5,3.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1010,policy NEW RWS 1,dikesnet,93509452.15887854,65041277.873212054,236500000.0,6134.885959277894,0.012195225969940481
70,189.0607529681888,1.0,0.27904084364636766,138.69162386577318,1.5,0.9761381620402986,261.9308683145818,1.0,0.2834080355840454,77.7501643040537,1.0,0.7633610590103452,147.82599366055314,10.0,0.9204485486567343,3.5,3.5,2.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1011,policy NEW RWS 1,dikesnet,125351589.03087495,65041277.873212054,236500000.0,6486.470268874506,0.0295997986714445
74,146.28379807993434,1.0,0.5035805577198165,164.87250996155132,1.5,0.5620397131252444,192.74928025653824,1.5,0.37356456745382033,293.87751687510865,10.0,0.8741299791102655,145.7380565526238,10.0,0.025362733635525766,1.5,1.5,4.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1012,policy NEW RWS 1,dikesnet,1091620785.8045444,65041277.873212054,236500000.0,65970.17142883997,0.11004622068032813
78,331.42492382882824,10.0,0.7512273797245193,217.28635862435368,1.5,0.332336068627824,221.35610741814804,1.5,0.8376567424608118,260.8645093900589,1.0,0.9810619498502579,76.82493054352818,1.5,0.8158293754243223,3.5,4.5,4.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1013,policy NEW RWS 1,dikesnet,53578207.57785376,65041277.873212054,236500000.0,4079.2495241841625,0.008205350184930706
66,197.75535869179933,1.5,0.6766042073949649,65.8944252034265,1.5,0.12913082331330922,75.2162381734406,10.0,0.7257965763996455,196.4922233397867,1.0,0.029865209094450975,157.83424632692248,1.5,0.06028959158363483,4.5,3.5,1.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1014,policy NEW RWS 1,dikesnet,498509523.02378786,65041277.873212054,236500000.0,33470.970274567895,0.05484854446690855
67,30.6472461648668,1.5,0.801081648932729,70.02862230966556,1.0,0.7245271348403604,194.62779936581006,10.0,0.5802369387820543,176.773506273117,10.0,0.3306173064861143,346.0421338507479,1.0,0.2591370175372543,1.5,1.5,2.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1015,policy NEW RWS 1,dikesnet,220482222.95080617,65041277.873212054,236500000.0,10543.711745824246,0.023923299092854476
6,101.3981670723408,10.0,0.10860090620249582,33.5615774156002,1.0,0.9116935277153743,121.90157258356973,10.0,0.38615000844647074,109.38975375285506,10.0,0.8330089165689515,262.2045379325641,1.0,0.6813069461460195,4.5,3.5,2.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1016,policy NEW RWS 1,dikesnet,59979009.658437714,65041277.873212054,236500000.0,3231.794140291194,0.015156792949613692
2,301.16540682087015,1.0,0.9359027934239897,137.12436048525592,1.0,0.5200162501901836,271.8545080309546,1.0,0.6705584256379308,253.42058884354938,1.5,0.2519237254961534,312.99061693623577,10.0,0.22276970567972426,2.5,4.5,1.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1017,policy NEW RWS 1,dikesnet,218097383.79229027,65041277.873212054,236500000.0,13537.69419642978,0.023648884442157424
40,211.61217918223983,1.0,0.9502412769316577,115.41041258036972,1.0,0.4469084667640205,326.85891739292254,1.5,0.32702473737722915,175.80325484273422,1.0,0.9710653842302626,307.9560543313132,1.5,0.01154179829825621,2.5,4.5,2.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1018,policy NEW RWS 1,dikesnet,946042619.6242915,65041277.873212054,236500000.0,72336.16451826673,0.11030233314553173
8,74.96948893551972,10.0,0.5890785400315672,149.64089066163444,1.0,0.939971543536526,52.10161915524054,10.0,0.7113691327048706,250.49670127861566,10.0,0.21234116754397836,52.75954982971527,10.0,0.5433776815631142,3.5,3.5,3.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1019,policy NEW RWS 1,dikesnet,55473948.215049356,65041277.873212054,236500000.0,3850.5053213025567,0.009848737735481315
82,299.0775821881538,1.5,0.713597323369684,36.03878192385692,10.0,0.6314279160352098,236.39285137154212,1.0,0.8222177845001736,215.58852138961083,1.5,0.030688328710273445,192.69735941860392,1.0,0.18767239923555387,2.5,2.5,3.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1020,policy NEW RWS 1,dikesnet,215912146.16093445,65041277.873212054,236500000.0,14577.55538618056,0.023474124666037852
105,339.1370820414233,1.0,0.05678545601766729,152.55221218806616,10.0,0.6757304063362953,196.95246586647838,1.0,0.3494222423464567,141.5042194657707,10.0,0.17391411309386057,105.43641916498251,1.0,0.7900370895078409,1.5,4.5,3.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1021,policy NEW RWS 1,dikesnet,107227472.30063052,65041277.873212054,236500000.0,5310.18231804196,0.022402977932941572
14,264.0229250255776,1.5,0.3071495660025719,322.49262607220504,10.0,0.44841436488371894,87.18492841521957,1.0,0.3807024423510295,240.40686824216263,1.5,0.9311737424186792,205.96459854912283,1.5,0.14572921235569647,4.5,2.5,4.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1022,policy NEW RWS 1,dikesnet,357089265.0470604,65041277.873212054,236500000.0,28532.891148536382,0.05202835979731088
115,70.91793760758162,10.0,0.8169690526530455,156.14927965872386,10.0,0.27701003936487917,140.53064900004085,1.5,0.04073825191047517,201.71472188632262,1.5,0.9198483637508463,153.54686099098436,10.0,0.9244505237396227,2.5,2.5,1.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1023,policy NEW RWS 1,dikesnet,2129967761.3837414,65041277.873212054,236500000.0,97914.70437732845,0.3548478148892375
46,296.7153973549422,1.0,0.5695206832263845,238.97634961338792,10.0,0.45757631293256673,94.91637269004683,1.5,0.3957556275228138,259.46419464580515,10.0,0.7117668287178215,150.48478858777568,1.0,0.3103201443876196,1.5,4.5,2.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1024,policy NEW RWS 1,dikesnet,141907828.52244124,65041277.873212054,236500000.0,8330.286812748027,0.017266950167881434
64,102.78287326345455,1.0,0.1412398317403263,111.42748163136088,10.0,0.9902714889936125,115.9570406279969,1.0,0.3635068452641517,311.5448806075398,1.0,0.5697122801532056,177.78150250501352,1.0,0.42687827719455734,2.5,3.5,1.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1025,policy NEW RWS 1,dikesnet,97645208.06049451,65041277.873212054,236500000.0,4562.671559587191,0.017356696308022043
76,260.52392144456144,1.0,0.42049731865196294,307.2214434888218,1.0,0.5760195365126941,247.7476825460497,10.0,0.17875428835569931,281.1824933379688,1.0,0.686266763709326,129.53081598583006,10.0,0.30676859082875735,2.5,1.5,1.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1026,policy NEW RWS 1,dikesnet,595161730.8097571,65041277.873212054,236500000.0,23986.244944710077,0.09458920074333148
52,97.27820492734297,10.0,0.5799443620235581,286.71296467396564,1.5,0.2493974451729006,200.50481495181435,1.5,0.7000732756824388,214.21161572229067,1.0,0.7852747847828253,143.75108658078915,1.5,0.36293702808838924,4.5,1.5,2.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1027,policy NEW RWS 1,dikesnet,110296573.10500415,65041277.873212054,236500000.0,6039.4357828769635,0.011809867973687991
26,41.723560449075414,10.0,0.08413978925258382,125.60175026014667,1.5,0.69318454776932,299.46795369923325,1.5,0.5764345526609294,203.97261101671663,1.5,0.7446595954536896,188.00276157330913,10.0,0.08051163168527439,3.5,1.5,1.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1028,policy NEW RWS 1,dikesnet,479086305.27833104,65041277.873212054,236500000.0,26311.027039540484,0.0480623505568272
105,186.71091525687535,1.0,0.434737455936732,295.6423673808021,1.5,0.48556793583340807,36.191263104392476,10.0,0.0364897932973343,129.9742889642566,10.0,0.5108880626077401,270.4279857483265,10.0,0.21162828194278938,2.5,1.5,4.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1029,policy NEW RWS 1,dikesnet,1914772634.6999664,65041277.873212054,236500000.0,98408.66342592932,0.3587584833295472
24,190.2300402606453,10.0,0.2718612097378107,121.01222613744187,1.0,0.20757182482188086,38.44821023760841,1.5,0.29866593864322316,328.8193176971458,1.5,0.3747623235579915,92.04810440761204,1.0,0.7720581526183684,4.5,4.5,4.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1030,policy NEW RWS 1,dikesnet,167013411.28521943,65041277.873212054,236500000.0,13876.324946126078,0.026554800537060615
35,233.97754939176482,10.0,0.33732930699876623,343.2864615483066,10.0,0.23390977494379434,180.32497872925367,1.5,0.5679902283226865,71.66710139751301,10.0,0.2334343199756133,183.12067623117227,1.0,0.5797041676171285,2.5,3.5,2.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1031,policy NEW RWS 1,dikesnet,157192932.03077656,65041277.873212054,236500000.0,9080.731361400114,0.01777169495479714
69,217.04373665315657,1.5,0.03541955146089165,150.11728066738885,1.5,0.1286773704945058,125.78770522971976,1.0,0.2436299243013823,193.62497001675166,1.5,0.32235389917302926,179.57919851349342,1.0,0.5380649000303127,2.5,2.5,3.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1032,policy NEW RWS 1,dikesnet,373162439.868919,65041277.873212054,236500000.0,21944.008649558393,0.04079436855133051
67,82.16917647416116,10.0,0.4297381736033335,141.40016839812478,1.5,0.8551569741381856,286.8447820418607,1.5,0.5367300649345331,254.69822549396372,1.0,0.8878669992339082,149.85409212897585,10.0,0.8249417865140115,4.5,4.5,2.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1033,policy NEW RWS 1,dikesnet,45311096.97966237,65041277.873212054,236500000.0,2580.118673869718,0.012074431283900898
51,34.758328031038154,1.0,0.912314166827037,96.38617438977444,10.0,0.3375707811181829,41.20342271600684,10.0,0.3793344251759877,173.90002677706616,10.0,0.43787433414865,75.72152837266003,1.0,0.11920307187031942,2.5,2.5,2.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1034,policy NEW RWS 1,dikesnet,300789174.1119629,65041277.873212054,236500000.0,18619.358533044408,0.031693475004651084
132,320.8897053692949,1.0,0.887678161478375,258.2433842447356,1.0,0.23459851166459414,210.23166058620532,10.0,0.958219368494264,93.40519198659041,1.0,0.4596742187873696,72.74704730929028,1.0,0.8461217645306491,2.5,2.5,4.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1035,policy NEW RWS 1,dikesnet,147487825.11867625,65041277.873212054,236500000.0,9004.919391903424,0.01747650087036128
1,208.5103955080458,1.0,0.34926259456939257,43.41874228986922,1.5,0.7123267644033606,50.18100319563225,1.0,0.7549267541284718,116.8550893286198,10.0,0.16105004004437412,71.01246050305855,10.0,0.1035615834638876,1.5,4.5,3.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1036,policy NEW RWS 1,dikesnet,333879874.54005283,65041277.873212054,236500000.0,23589.994274679742,0.03719639677001635
111,212.35113134331465,1.0,0.2408251197674935,226.86440960971495,1.5,0.3629537724240269,103.39667765193124,10.0,0.49957468064333227,305.93104854378134,1.0,0.11204429878301146,337.1549746036433,1.0,0.22453222037649145,4.5,4.5,3.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1037,policy NEW RWS 1,dikesnet,74971301.79419097,65041277.873212054,236500000.0,6044.914076471181,0.011297563978081853
64,79.89864484682735,1.0,0.6935825180598941,168.10301825206554,1.0,0.3178861029949815,177.91598136053406,10.0,0.004236885314294241,61.77751093511097,1.5,0.43926565995936123,55.72484102573121,1.5,0.7991256395494704,1.5,3.5,2.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1038,policy NEW RWS 1,dikesnet,1986867620.481856,65041277.873212054,236500000.0,97012.72221027824,0.35495685811322275
80,219.25494894816669,1.0,0.4895059256502231,185.21126750301522,1.0,0.9108160995927161,199.79413981255982,1.0,0.04425125308981498,127.34644757099448,1.0,0.4430310704303064,244.74713742372373,10.0,0.2214514072961721,4.5,3.5,4.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1039,policy NEW RWS 1,dikesnet,1287089712.9337509,65041277.873212054,236500000.0,91991.43221016612,0.34610095456775797
41,317.6731157829753,1.0,0.5135849003248236,71.3627448798004,10.0,0.03992277319668246,338.0911403825826,10.0,0.2102350191926117,306.8848086418576,1.5,0.4707905894307962,263.62523506710943,10.0,0.15652490578470973,2.5,2.5,4.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1040,policy NEW RWS 1,dikesnet,811933106.7040687,65041277.873212054,236500000.0,51806.623730929336,0.0896660805903241
16,129.78230693749128,1.0,0.4434573165975445,103.08092439578458,1.0,0.008208870964290108,80.67812206181372,1.0,0.2005024943129054,216.7231408452078,1.0,0.7623638606358476,131.76014882765966,1.5,0.2899773597908525,2.5,3.5,1.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1041,policy NEW RWS 1,dikesnet,939387924.2611,65041277.873212054,236500000.0,51148.67149654552,0.08872440002944486
74,47.5050729478642,10.0,0.10957242508366248,164.26692862186115,1.5,0.03476006277981675,329.9443121435831,1.5,0.5811302326439918,166.223067401525,1.5,0.08889318916037131,160.07621528220872,1.0,0.5561635436153007,3.5,3.5,1.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1042,policy NEW RWS 1,dikesnet,878594436.6340623,65041277.873212054,236500000.0,51189.73709198644,0.08886970294649615
112,344.474828694369,1.0,0.788609921142336,337.17330607798635,1.5,0.6488360132704206,268.26871483660136,1.0,0.31101526786505757,329.121316867834,10.0,0.8373954049467452,301.0192251669857,1.5,0.10437787045449243,4.5,4.5,2.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1043,policy NEW RWS 1,dikesnet,380162182.81748766,65041277.873212054,236500000.0,29579.297976364276,0.060983830202246694
117,128.89135543089182,10.0,0.8171961440038464,208.5527216059688,1.5,0.05684348181058871,166.33164400237547,1.5,0.2678344086757483,146.37540232389503,1.0,0.14866259060566628,144.59223618364973,1.0,0.03959793613274105,3.5,4.5,4.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1044,policy NEW RWS 1,dikesnet,603128479.8887436,65041277.873212054,236500000.0,48281.36034200798,0.08389549001199584
35,327.7812317975428,1.5,0.15136810769431155,71.26019230506458,10.0,0.4368201562448808,84.8000348281157,1.5,0.564095255051486,267.2128971161282,10.0,0.3401443792070736,32.82832978722276,1.5,0.38231692682763685,4.5,4.5,1.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1045,policy NEW RWS 1,dikesnet,84592478.83556727,65041277.873212054,236500000.0,5620.1300927908915,0.010392796879265108
106,250.9903756552663,1.5,0.5104963221982084,229.12696716122457,10.0,0.4323318895981394,114.98017425528673,10.0,0.764086869103036,122.0800559080775,1.0,0.02095534892872203,81.08640976201832,1.0,0.5880445605035711,3.5,2.5,2.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1046,policy NEW RWS 1,dikesnet,84037457.29999217,65041277.873212054,236500000.0,5583.162807765019,0.007640307474874314
43,67.1362036761899,1.5,0.4678481357015046,252.73451390367885,10.0,0.3784519891691882,291.88652971869107,1.5,0.8170231258213035,253.0718103189128,1.0,0.6239080611648669,162.09037285021077,1.5,0.49819477813209706,1.5,1.5,1.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1047,policy NEW RWS 1,dikesnet,99204027.82427867,65041277.873212054,236500000.0,4081.422173470443,0.008215534224811104
80,45.51467945972493,1.0,0.4629550649836555,310.0204138236314,10.0,0.8049549108485778,93.09873836192568,1.0,0.0031296931929697207,285.3558226417546,10.0,0.8112597720033504,184.40974945620067,1.5,0.47879216053111606,3.5,1.5,2.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1048,policy NEW RWS 1,dikesnet,1895660464.610279,65041277.873212054,236500000.0,92105.39369698832,0.34634346692808904
65,336.14400207878475,10.0,0.09140694638803801,59.10072190026003,1.0,0.3468728977046765,129.3386122126759,10.0,0.2379748074048954,283.832425402385,1.5,0.05965078388364345,293.42102509018747,1.5,0.6785607849556589,2.5,2.5,2.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1049,policy NEW RWS 1,dikesnet,280679794.43282217,65041277.873212054,236500000.0,13766.823258981798,0.048240471306533736
114,101.0011036006827,1.0,0.3244548949490318,303.0797264360567,10.0,0.6986339715634544,67.39609927238338,1.5,0.478089082122379,256.05705227437346,1.5,0.6204655687046057,325.88695008498723,10.0,0.881297850744099,1.5,3.5,2.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1050,policy NEW RWS 1,dikesnet,71013720.20823267,65041277.873212054,236500000.0,3117.080141937219,0.013101962578580536
52,82.78962011601615,1.0,0.8204569523948226,108.01766625850954,1.5,0.16773648308686087,90.17258998942715,1.5,0.26135633902506666,226.03923368965752,10.0,0.5804181207770569,349.23459698793016,1.5,0.40873359743573784,2.5,3.5,3.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1051,policy NEW RWS 1,dikesnet,215652065.37853834,65041277.873212054,236500000.0,13618.621113582845,0.02560444387452503
108,243.91516695836026,1.0,0.010824724999633027,264.0512123708595,10.0,0.486316410510662,194.03655288115814,1.5,0.22194493200664003,100.90934751711627,1.0,0.44434360220912195,317.6483824868131,10.0,0.47106425431211324,2.5,1.5,4.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1052,policy NEW RWS 1,dikesnet,305560354.83646125,65041277.873212054,236500000.0,11883.864167342936,0.049299011344902166
