0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths,Total Investment Costs,Expected Annual Costs,Scenario
0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,6,0,0,18715010.820990108,88213989.69765311,230600000.0,0.0,0.0185859611854383,318813989.6976531,18715010.820990108,Medium_0
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,0,7,0,0,17366273.457544126,126202308.27732009,146000000.0,0.0,0.0177837350459939,272202308.2773201,17366273.457544126,Medium_0
0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,9,0,0,0.0,115218354.0614814,261300000.0,0.0,0.0,376518354.0614814,0.0,Medium_0
0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,7,0,0,5585023.338079175,101731408.4704048,261300000.0,0.0,0.0034595595720547,363031408.4704048,5585023.338079175,Medium_0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,6,0,0,18566115.182073217,124240396.8459918,146000000.0,0.0,0.0139913197138252,270240396.8459918,18566115.182073217,Medium_0
0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,5,0,0,14832737.81971147,87948499.20840034,351800000.0,0.0,0.0116472986703495,439748499.20840037,14832737.81971147,Medium_0
1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,7,0,0,2987600.817381057,98080700.9028919,382500000.0,0.0,0.0027787529582056,480580700.9028919,2987600.817381057,Medium_0
1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,5,0,0,10369546.69083669,87948499.20840034,382500000.0,0.0,0.0070329216392151,470448499.20840037,10369546.69083669,Medium_0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,4,0,0,6,0,0,19160688.69141274,116985315.86874823,169200000.0,0.0,0.0194688519056379,286185315.86874825,19160688.69141274,Medium_0
1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,7,0,0,7838536.193585671,96707124.5788025,261300000.0,0.0,0.0057917231132385,358007124.57880247,7838536.193585671,Medium_0
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,7,0,0,8308780.673325615,98080700.9028919,230600000.0,0.0,0.0080017292506567,328680700.9028919,8308780.673325615,Medium_0
1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,7,0,0,745611.8564474883,103104984.7944942,382500000.0,0.0,0.0004694183260931,485604984.7944942,745611.8564474883,Medium_0
1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,4,0,0,17953881.394213136,83527612.44821666,382500000.0,0.0,0.0109103388097057,466027612.4482167,17953881.394213136,Medium_0
1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,6,0,0,14079746.421187676,91545495.75182983,261300000.0,0.0,0.0093310276449997,352845495.75182986,14079746.421187676,Medium_0
0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,4,0,0,18138170.94748785,74525425.34796707,419100000.0,0.0,0.0176260973004213,493625425.3479671,18138170.94748785,Medium_0
0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,6,0,0,14137365.89405231,120767812.09479354,199900000.0,0.0,0.0094451721903565,320667812.09479356,14137365.89405231,Medium_0
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,5,0,0,7,0,0,17589112.39275544,118379988.53021258,199900000.0,0.0,0.0182251804060937,318279988.5302126,17589112.39275544,Medium_0
0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,6,0,0,11952296.265520897,92787283.41738686,351800000.0,0.0,0.0100654919136659,444587283.4173869,11952296.265520897,Medium_0
0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,6,0,0,5247116.175712551,97811567.30898917,382500000.0,0.0,0.003141780250419,480311567.30898917,5247116.175712551,Medium_0
0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,7,0,0,2,0,0,0,0,0,4,0,0,0,0,0,20756860.1138552,120652613.98971482,267200000.0,0.0,0.0160244797028826,387852613.9897148,20756860.1138552,Medium_1
0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,7,0,0,3,0,0,0,0,0,4,0,0,0,0,0,12373846.42706494,125676897.88131712,357700000.0,0.0,0.0135970348394789,483376897.88131714,12373846.42706494,Medium_1
1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,5,0,0,3,0,0,0,0,0,4,0,0,0,0,0,13670609.918861482,111510401.11222276,382500000.0,0.0,0.0091970668570528,494010401.1122228,13670609.918861482,Medium_1
1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,17346691.488910854,69643919.67047566,267200000.0,0.0,0.0177449430405189,336843919.67047566,17346691.488910854,Medium_2
0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,1,0,0,3,0,0,810688.4119775341,118736587.65346888,176700000.0,0.0,0.0005306185194418,295436587.65346885,810688.4119775341,Medium_2
0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,3,0,0,7973309.537601979,112415787.34380265,146000000.0,0.0,0.0059609685146558,258415787.34380263,7973309.537601979,Medium_2
0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3,0,0,9941565.9186726,109593023.32419167,176700000.0,0.0,0.0116494865121141,286293023.3241917,9941565.9186726,Medium_2
0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,17034716.97961501,67043519.082373,419100000.0,0.0,0.0171269195363792,486143519.082373,17034716.97961501,Medium_2
1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,17123852.553699534,67043519.082373,297900000.0,0.0,0.0173034976804191,364943519.082373,17123852.553699534,Medium_2
0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,3,0,0,1,0,0,17212988.12778406,100534140.86515476,176700000.0,0.0,0.017480075824459,277234140.86515474,17212988.12778406,Medium_2
0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,3,0,0,5707053.73937574,112415787.34380265,176700000.0,0.0,0.0035743210878253,289115787.34380263,5707053.73937574,Medium_2
0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,3,0,0,0,3,0,0,6,0,0,2,0,0,3,0,0,0.0,116925103.54371348,297900000.0,0.0,0.0,414825103.54371345,0.0,Medium_2
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,18207804.255491663,92080733.16854674,176700000.0,0.0,0.0180820785797204,268780733.16854674,18207804.255491663,Medium_2
0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,6806538.132850472,74217213.3902094,388400000.0,0.0,0.0070138376701603,462617213.39020944,6806538.132850472,Medium_2
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,3,0,0,10099839.727899255,120995137.0,115300000.0,0.0,0.0121955178483564,236295137.0,10099839.727899255,Medium_2
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,1,0,0,3,0,0,7729404.480765907,121800063.0,115300000.0,0.0,0.0078124446736682,237100063.0,7729404.480765907,Medium_2
0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,3,0,0,12383904.987988552,104568739.0,176700000.0,0.0,0.0104481420978824,281268739.0,12383904.987988552,Medium_2
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,17569530.42412217,77039977.40982035,236500000.0,0.0,0.0181863884006186,313539977.4098203,17569530.42412217,Medium_2
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,1,0,0,3,0,0,3076944.2102037724,118736587.65346888,146000000.0,0.0,0.0029172659462722,264736587.65346888,3076944.2102037724,Medium_2
0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,2,0,0,8910641.866911978,101795443.35786463,297900000.0,0.0,0.0082404914240402,399695443.3578646,8910641.866911978,Medium_2
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,2,0,0,14423088.896038843,109642491.2690779,146000000.0,0.0,0.0123649931977158,255642491.2690779,14423088.896038843,Medium_2
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,3,0,0,12557412.620906992,115479263.5060395,115300000.0,0.0,0.0107918618316942,230779263.5060395,12557412.620906992,Medium_2
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,1,0,0,3,0,0,7555896.847847467,110889539.74225564,176700000.0,0.0,0.0074687249398564,287589539.7422556,7555896.847847467,Medium_2
1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,2258377.206336761,71616812.80210674,419100000.0,0.0,0.0023252766123738,490716812.80210674,2258377.206336761,Medium_2
0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,2,0,0,723315.7427701292,106819727.24946696,419100000.0,0.0,0.00044845030686,525919727.24946696,723315.7427701292,Medium_2
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,4414368.78069079,96695140.83129872,327000000.0,0.0,0.0086956555791096,423695140.8312987,4414368.78069079,Medium_2
0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,2,0,0,13091227.050411845,99195042.76976198,297900000.0,0.0,0.0161296132463051,397095042.769762,13091227.050411845,Medium_2
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,1,0,0,3,0,0,5045200.591274394,115913823.63385794,176700000.0,0.0,0.0086057839437305,292613823.63385797,5045200.591274394,Medium_2
1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,2,0,0,2200134.957625729,106819727.24946696,297900000.0,0.0,0.0013711289503879,404719727.24946696,2200134.957625729,Medium_2
0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,2,0,0,6361891.147010869,104219326.66136429,297900000.0,0.0,0.0093056566735409,402119326.6613643,6361891.147010869,Medium_2
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,1,0,0,18653482.1259143,102077191.49599408,115300000.0,0.0,0.0189649692999199,217377191.4959941,18653482.1259143,Medium_2
1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,7,0,0,2,0,0,3,0,0,0.0,125263741.6004352,267200000.0,0.0,0.0,392463741.6004352,0.0,Medium_2
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,1,0,0,1,0,0,17658665.998206694,108397991.80566032,115300000.0,0.0,0.0183629665446585,223697991.8056603,17658665.998206694,Medium_2
1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,7,0,0,1,0,0,3,0,0,767002.0773738316,124252461.69057968,267200000.0,0.0,0.0004895344131509,391452461.69057965,767002.0773738316,Medium_2
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,17123852.553699534,99738420.0,213300000.0,0.0,0.0173034976804191,313038420.0,17123852.553699534,Medium_2
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,17792369.35933349,80103453.57205722,205800000.0,0.0,0.0186278337607184,285903453.57205725,17792369.35933349,Medium_2
0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,2,0,0,4454866.8612790415,109642491.0,267200000.0,0.0,0.003734947468147,376842491.0,4454866.8612790415,Medium_2
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,3,0,0,5707053.73937574,124319151.0,115300000.0,0.0,0.0035743210878253,239619151.0,5707053.73937574,Medium_2
0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,6626078.615704887,82064261.30142266,357700000.0,0.0,0.0107752958914665,439764261.30142266,6626078.615704887,Medium_2
0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,2315996.6792013934,85127737.46365952,357700000.0,0.0,0.0024394211577305,442827737.4636595,2315996.6792013934,Medium_2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,3,0,0,8030929.010466611,124319151.01316804,84600000.0,0.0,0.0060751130600126,208919151.01316804,8030929.010466611,Medium_2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,2,0,0,14480708.368903477,121545854.9384433,84600000.0,0.0,0.0124791377430726,206145854.9384433,14480708.368903477,Medium_2
