0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,135124457.79899663,36672326.35204622,146000000.0,0.0,0.0937944437199586
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715299590.2020538,0.0,199900000.0,0.0,0.6205783510346995
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246753420.5060856,0.0,236500000.0,0.0,0.19243889355183338
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,191877459.19010046,25037214.086173728,205800000.0,0.0,0.1451120618547391
0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734781314.15658,0.0,146000000.0,0.0,0.6275420821629718
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781399870.9097755,0.0,84600000.0,0.0,0.6743706031744133
1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,107420739.38924874,25037214.086173728,351800000.0,0.0,0.07281377085117453
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,159929915.6102933,40709196.77671887,84600000.0,0.0,0.1301251087230808
0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,74996518.93673225,40709196.77671887,230600000.0,0.0,0.05740593721061319
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753596593.0999804,0.0,115300000.0,0.0,0.6464522269966749
1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,44756392.34178967,48727080.080332056,230600000.0,0.0,0.042176857230918886
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,183856471.77324468,27578229.96765524,115300000.0,0.0,0.12653660149096058
0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124979714.62535165,0.0,357700000.0,0.0,0.08743629169194801
0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103682683.90997335,0.0,419100000.0,0.0,0.06590944278818305
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,132126637.80049819,40709196.77671887,115300000.0,0.0,0.10220673254534238
0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,76907246.57848033,48727080.080332056,176700000.0,0.0,0.059639601912643427
0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,49552813.27535648,45130083.53690255,230600000.0,0.0,0.04685274231009461
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,113311358.85709777,40709196.77671887,146000000.0,0.0,0.08329658771163925
1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,104793353.76291983,27578229.96765524,351800000.0,0.0,0.0703956301115391
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,96809617.8786311,36672326.35204622,230600000.0,0.0,0.06790379321893253
1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,125738932.90285403,25037214.086173728,321100000.0,0.0,0.09118315333362352
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,2,0,0,5,0,0,6,0,0,38699165.25295515,121352961.83188231,84600000.0,362.23107355395973,0.003995309101019692
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,334522877.02822626,25037214.086173728,84600000.0,0.0,0.2680028592847714
0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,134539091.41417876,25037214.086173728,297900000.0,0.0,0.0874943580853325
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,85993819.01002228,78963832.00642252,92100000.0,0.0,0.05698949976249663
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,96739289.73367436,46371871.202459544,115300000.0,0.0,0.08437162250148761
1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86664429.36877516,0.0,442300000.0,0.0,0.06154522238169039
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,6,0,0,27528080.432749998,92260373.40026534,92100000.0,0.0,0.02746661073411538
